domain,flow,monitoredPointType,insightId,insightName,description,category,unit,type,format,restName,physicalTarget,expression,translatedExpression
WiFi,wc_sliding_window,meshRouter,wifi_max_txpower,Wifi Max Txpower,Wifi Max Txpower,KPI,dBm,integer,,wifi_max_txpower,wifi_max_txpower,max({radio_interface.tx_power}),max(radio_interface.tx_power)
WiFi,wc_sliding_window,meshRouter,wifi_avg_retransmissionrate,Wifi Avg Retransmissionrate,Wifi Avg Retransmissionrate,KPI,,double,#.##,wifi_avg_retransmissionrate,wifi_avg_retransmissionrate,avg({radio_interface.tx_prr}),avg(radio_interface.tx_prr)
WiFi,wc_sliding_window,meshRouter,wifi_avg_signalstrength_dbm,Wifi Avg Signalstrength Dbm,Wifi Avg Signalstrength Dbm,KPI,dBm,double,#.##,wifi_avg_signalstrength_dbm,wifi_avg_signalstrength_dbm,avg({radio_interface.signal}),avg(radio_interface.signal)
WiFi,wc_sliding_window,meshRouter,wifi_min_signalstrength_dbm,Wifi Min Signalstrength Dbm,Wifi Min Signalstrength Dbm,KPI,dBm,double,#.##,wifi_min_signalstrength_dbm,wifi_min_signalstrength_dbm,min({radio_interface.signal}),min(radio_interface.signal)
WiFi,wc_sliding_window,meshRouter,wifi_max_signalstrength_dbm,Wifi Max Signalstrength Dbm,Wifi Max Signalstrength Dbm,KPI,dBm,double,#.##,wifi_max_signalstrength_dbm,wifi_max_signalstrength_dbm,max({radio_interface.signal}),max(radio_interface.signal)
WiFi,wc_sliding_window,meshRouter,wifi_ds_data_volume_mb,Wifi Ds Data Volume Mb,Wifi Ds Data Volume Mb,KPI,MB,double,#.##,wifi_ds_data_volume_mb,wifi_ds_data_volume_mb,sum({sta_info.tx_bytes})/(1024 * 1024),sum(sta_info.tx_bytes)/(1024 * 1024)
WiFi,wc_sliding_window,meshRouter,wifi_us_data_volume_mb,Wifi Us Data Volume Mb,Wifi Us Data Volume Mb,KPI,MB,double,#.##,wifi_us_data_volume_mb,wifi_us_data_volume_mb,sum({sta_info.rx_bytes})/(1024 * 1024),sum(sta_info.rx_bytes)/(1024 * 1024)
WiFi,wc_sliding_window,meshRouter,wifi_avg_assocdevice_txbitrate_mbps,Wifi Avg Assocdevice Txbitrate Mbps,Wifi Avg Assocdevice Txbitrate Mbps,KPI,Mbps,double,#.##,wifi_avg_assocdevice_txbitrate_mbps,wifi_avg_assocdevice_txbitrate_mbps,avg({sta_info.tx_bitrate}),avg(sta_info.tx_bitrate)
WiFi,wc_sliding_window,meshRouter,wifi_max_assocdevice_txbitrate_mbps,Wifi Max Assocdevice Txbitrate Mbps,Wifi Max Assocdevice Txbitrate Mbps,KPI,Mbps,integer,,wifi_max_assocdevice_txbitrate_mbps,wifi_max_assocdevice_txbitrate_mbps,max({sta_info.tx_bitrate}),max(sta_info.tx_bitrate)
WiFi,wc_sliding_window,meshRouter,wifi_min_assocdevice_txbitrate_mbps,Wifi Min Assocdevice Txbitrate Mbps,Wifi Min Assocdevice Txbitrate Mbps,KPI,Mbps,integer,,wifi_min_assocdevice_txbitrate_mbps,wifi_min_assocdevice_txbitrate_mbps,min({sta_info.tx_bitrate}),min(sta_info.tx_bitrate)
WiFi,wc_sliding_window,meshRouter,wifi_avg_assocdevice_rxbitrate_mbps,Wifi Avg Assocdevice Rxbitrate Mbps,Wifi Avg Assocdevice Rxbitrate Mbps,KPI,Mbps,double,#.##,wifi_avg_assocdevice_rxbitrate_mbps,wifi_avg_assocdevice_rxbitrate_mbps,avg({sta_info.rx_bitrate)},avg(sta_info.rx_bitrate)
WiFi,wc_sliding_window,meshRouter,wifi_max_assocdevice_rxbitrate_mbps,Wifi Max Assocdevice Rxbitrate Mbps,Wifi Max Assocdevice Rxbitrate Mbps,KPI,Mbps,integer,,wifi_max_assocdevice_rxbitrate_mbps,wifi_max_assocdevice_rxbitrate_mbps,max({sta_info.rx_bitrate}),max(sta_info.rx_bitrate)
WiFi,wc_sliding_window,meshRouter,wifi_min_assocdevice_rxbitrate_mbps,Wifi Min Assocdevice Rxbitrate Mbps,Wifi Min Assocdevice Rxbitrate Mbps,KPI,Mbps,integer,,wifi_min_assocdevice_rxbitrate_mbps,wifi_min_assocdevice_rxbitrate_mbps,min({sta_info.rx_bitrate}),min(sta_info.rx_bitrate)
WiFi,wc_sliding_window,meshRouter,wifi_avg_assocdevice_snr_db,Wifi Avg Assocdevice Snr Db,Wifi Avg Assocdevice Snr Db,KPI,dB,double,#.##,wifi_avg_assocdevice_snr_db,wifi_avg_assocdevice_snr_db,avg({radio_interface.signal} / {channel_info.noise}),avg(radio_interface.signal / channel_info.noise)
WiFi,wc_sliding_window,meshRouter,wifi_max_assocdevice_snr_db,Wifi Max Assocdevice Snr Db,Wifi Max Assocdevice Snr Db,KPI,dB,double,#.##,wifi_max_assocdevice_snr_db,wifi_max_assocdevice_snr_db,max({radio_interface.signal} / {channel_info.noise}),max(radio_interface.signal / channel_info.noise)
WiFi,wc_sliding_window,meshRouter,wifi_min_assocdevice_snr_db,Wifi Min Assocdevice Snr Db,Wifi Min Assocdevice Snr Db,KPI,dB,double,#.##,wifi_min_assocdevice_snr_db,wifi_min_assocdevice_snr_db,min({radio_interface.signal} / {channel_info.noise}),min(radio_interface.signal / channel_info.noise)
WiFi,wc_sliding_window,meshRouter,wifi_connection_signal_score_2.4ghz,Wifi Connection Signal Score 2.4Ghz,Wifi Connection Signal Score 2.4Ghz,KQI,,double,#.##,wifi_connection_signal_score_2.4ghz,wifi_connection_signal_score_2.4ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_signal_score_5ghz,Wifi Connection Signal Score 5Ghz,Wifi Connection Signal Score 5Ghz,KQI,,double,#.##,wifi_connection_signal_score_5ghz,wifi_connection_signal_score_5ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_coverage_score_2.4ghz,Wifi Connection Coverage Score 2.4Ghz,Wifi Connection Coverage Score 2.4Ghz,KQI,,double,#.##,wifi_connection_coverage_score_2.4ghz,wifi_connection_coverage_score_2.4ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_coverage_score_5ghz,Wifi Connection Coverage Score 5Ghz,Wifi Connection Coverage Score 5Ghz,KQI,,double,#.##,wifi_connection_coverage_score_5ghz,wifi_connection_coverage_score_5ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_congestion_score_2.4ghz,Wifi Connection Congestion Score 2.4Ghz,Wifi Connection Congestion Score 2.4Ghz,KQI,,double,#.##,wifi_connection_congestion_score_2.4ghz,wifi_connection_congestion_score_2.4ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_congestion_score_5ghz,Wifi Connection Congestion Score 5Ghz,Wifi Connection Congestion Score 5Ghz,KQI,,double,#.##,wifi_connection_congestion_score_5ghz,wifi_connection_congestion_score_5ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_noise_score_2.4ghz,Wifi Connection Noise Score 2.4Ghz,Wifi Connection Noise Score 2.4Ghz,KQI,,double,#.##,wifi_connection_noise_score_2.4ghz,wifi_connection_noise_score_2.4ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_noise_score_5ghz,Wifi Connection Noise Score 5Ghz,Wifi Connection Noise Score 5Ghz,KQI,,double,#.##,wifi_connection_noise_score_5ghz,wifi_connection_noise_score_5ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_quality_score_2.4ghz,Wifi Connection Quality Score 2.4Ghz,Wifi Connection Quality Score 2.4Ghz,KQI,,double,#.##,wifi_connection_quality_score_2.4ghz,wifi_connection_quality_score_2.4ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_quality_score_5ghz,Wifi Connection Quality Score 5Ghz,Wifi Connection Quality Score 5Ghz,KQI,,double,#.##,wifi_connection_quality_score_5ghz,wifi_connection_quality_score_5ghz,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_signalstrength_observation,Wifi Signalstrength Observation,Wifi Signalstrength Observation,Observation,,string,,wifi_signalstrength_observation,wifi_signalstrength_observation,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_retransmissionerrorrate_observation,Wifi Retransmissionerrorrate Observation,Wifi Retransmissionerrorrate Observation,Observation,,string,,wifi_retransmissionerrorrate_observation,wifi_retransmissionerrorrate_observation,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_performance_observation,Wifi Performance Observation,Wifi Performance Observation,Observation,,string,,wifi_performance_observation,wifi_performance_observation,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_associations_observation,Wifi Associations Observation,Wifi Associations Observation,Observation,,string,,wifi_associations_observation,wifi_associations_observation,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_quality_observation,Wifi Connection Quality Observation,Wifi Connection Quality Observation,Observation,,string,,wifi_connection_quality_observation,wifi_connection_quality_observation,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_connection_signal_observation,Wifi Connection Signal Observation,Wifi Connection Signal Observation,Observation,,string,,wifi_connection_signal_observation,wifi_connection_signal_observation,{TODO},TODO
WiFi,wc_sliding_window,meshRouter,wifi_coverage_observation,Wifi Coverage Observation,Wifi Coverage Observation,Observation,,string,,wifi_coverage_observation,wifi_coverage_observation,{TODO},TODO
